state;action_reward;n_state
237&4|313&5|300&3|245&3|539&3|258&4|358&2|129&3|307&4|276&4|331&4|328&4;150&3|137&3|13&4|15&4;237&4|313&5|300&3|245&3|539&3|258&4|358&2|129&3|307&4|276&4|331&4|328&4|150&3|137&3|13&4|15&4
22&4|121&4|748&3|250&5|583&3|265&3|685&5|96&5|27&3|226&3|455&4|379&3;779&3|472&5|838&3|237&5;22&4|121&4|748&3|250&5|583&3|265&3|685&5|96&5|27&3|226&3|455&4|379&3|779&3|472&5|838&3|237&5
69&3|483&4|318&5|185&4|322&2|133&5|484&4|123&3|488&4|172&3|98&5|701&4;111&3|494&3|434&4|478&4;69&3|483&4|318&5|185&4|322&2|133&5|484&4|123&3|488&4|172&3|98&5|701&4|111&3|494&3|434&4|478&4
644&4|262&4|48&5|170&4|886&2|988&1|294&3|683&1|23&5|632&5|100&3|699&3;70&4|13&4|660&4|208&4;644&4|262&4|48&5|170&4|886&2|988&1|294&3|683&1|23&5|632&5|100&3|699&3|70&4|13&4|660&4|208&4
286&3|526&4|22&5|689&3|356&4|69&4|276&3|70&2|148&3|147&3|582&4|157&4;977&2|925&3|1208&1|1152&3;286&3|526&4|22&5|689&3|356&4|69&4|276&3|70&2|148&3|147&3|582&4|157&4|977&2|925&3|1208&1|1152&3
591&4|1048&2|405&5|717&4|222&4|597&5|300&5|689&4|15&5|255&4|744&3|121&4;750&3|820&2|751&5|1047&3;591&4|1048&2|405&5|717&4|222&4|597&5|300&5|689&4|15&5|255&4|744&3|121&4|750&3|820&2|751&5|1047&3
193&5|222&3|648&5|229&2|679&3|15&4|487&5|173&4|98&5|432&3|204&3|127&4;633&4|449&2|97&4|925&4;193&5|222&3|648&5|229&2|679&3|15&4|487&5|173&4|98&5|432&3|204&3|127&4|633&4|449&2|97&4|925&4
381&4|66&5|276&4|287&4|550&4|226&4|1522&2|856&4|592&3|325&3|143&2|200&3;441&3|278&2|585&3|581&4;381&4|66&5|276&4|287&4|550&4|226&4|1522&2|856&4|592&3|325&3|143&2|200&3|441&3|278&2|585&3|581&4
208&5|50&5|841&1|56&4|546&2|230&5|473&3|21&2|1&5|98&5|70&3|378&5;227&4|1116&4|660&3|739&4;208&5|50&5|841&1|56&4|546&2|230&5|473&3|21&2|1&5|98&5|70&3|378&5|227&4|1116&4|660&3|739&4
33&3|430&4|82&5|684&5|712&3|81&1|642&4|755&4|443&4|175&5|732&4|581&2;449&2|892&1|880&1|161&4;33&3|430&4|82&5|684&5|712&3|81&1|642&4|755&4|443&4|175&5|732&4|581&2|449&2|892&1|880&1|161&4
516&4|242&3|172&3|204&3|604&5|96&4|423&3|515&1|286&1|258&4|318&1|269&4;484&4|283&3|179&1|191&2;516&4|242&3|172&3|204&3|604&5|96&4|423&3|515&1|286&1|258&4|318&1|269&4|484&4|283&3|179&1|191&2
251&4|127&4|56&5|151&3|100&4|154&4|12&4|50&3|175&3|1154&3|1019&3|275&3;285&4|124&4|664&5|922&5;251&4|127&4|56&5|151&3|100&4|154&4|12&4|50&3|175&3|1154&3|1019&3|275&3|285&4|124&4|664&5|922&5
245&3|333&3|121&5|336&2|295&3|257&5|358&2|322&4|278&4|220&3|477&1|301&2;1039&3|523&4|827&3|172&5;245&3|333&3|121&5|336&2|295&3|257&5|358&2|322&4|278&4|220&3|477&1|301&2|1039&3|523&4|827&3|172&5
163&4|344&4|177&5|172&5|22&4|1&5|432&5|222&5|481&5|176&3|170&5|921&5;648&4|657&4|180&5|1121&5;163&4|344&4|177&5|172&5|22&4|1&5|432&5|222&5|481&5|176&3|170&5|921&5|648&4|657&4|180&5|1121&5
274&4|300&3|328&4|591&3|260&3|100&2|121&5|871&2|986&4|323&4|148&4|9&4;1215&2|597&4|281&3|106&4;274&4|300&3|328&4|591&3|260&3|100&2|121&5|871&2|986&4|323&4|148&4|9&4|1215&2|597&4|281&3|106&4
7&4|276&2|1129&1|1366&1|18&1|330&1|1334&1|455&1|104&1|285&2|508&3|146&1;106&2|1326&1|147&1|974&4;7&4|276&2|1129&1|1366&1|18&1|330&1|1334&1|455&1|104&1|285&2|508&3|146&1|106&2|1326&1|147&1|974&4
294&4|100&3|751&4|259&3|300&3|538&3|405&3|1&5|117&4|342&4|7&4|121&4;282&4|15&3|25&3|9&4;294&4|100&3|751&4|259&3|300&3|538&3|405&3|1&5|117&4|342&4|7&4|121&4|282&4|15&3|25&3|9&4
300&2|309&3|328&2|298&3|336&2|948&1|243&2|259&3|127&4|50&5|286&2|181&5;340&2|781&5|990&2|720&2;300&2|309&3|328&2|298&3|336&2|948&1|243&2|259&3|127&4|50&5|286&2|181&5|340&2|781&5|990&2|720&2
603&4|91&4|515&4|433&3|588&4|214&4|208&3|479&4|254&3|258&4|197&5|484&4;265&3|692&3|200&3|190&3;603&4|91&4|515&4|433&3|588&4|214&4|208&3|479&4|254&3|258&4|197&5|484&4|265&3|692&3|200&3|190&3
405&4|866&3|255&3|181&4|50&4|300&4|476&3|1&3|127&3|471&5|121&4|151&1;924&5|252&4|126&5|289&4;405&4|866&3|255&3|181&4|50&4|300&4|476&3|1&3|127&3|471&5|121&4|151&1|924&5|252&4|126&5|289&4
272&5|471&3|699&4|140&4|137&4|73&4|283&2|5&4|215&5|169&5|123&1|271&3;51&1|155&4|393&4|17&3;272&5|471&3|699&4|140&4|137&4|73&4|283&2|5&4|215&5|169&5|123&1|271&3|51&1|155&4|393&4|17&3
271&3|351&3|683&2|326&3|323&2|288&4|313&4|268&3|331&4|245&4|879&3|355&4;350&5|264&4|260&4|748&5;271&3|351&3|683&2|326&3|323&2|288&4|313&4|268&3|331&4|245&4|879&3|355&4|350&5|264&4|260&4|748&5
1280&3|330&4|260&3|272&5|1293&5|259&2|304&3|312&2|880&2|751&5|748&4|313&4;902&4|353&4|683&2|892&3;1280&3|330&4|260&3|272&5|1293&5|259&2|304&3|312&2|880&2|751&5|748&4|313&4|902&4|353&4|683&2|892&3
427&5|1240&2|120&2|448&4|633&5|197&5|421&5|1189&5|1162&2|373&3|29&3|676&5;98&5|66&5|127&5|1594&4;427&5|1240&2|120&2|448&4|633&5|197&5|421&5|1189&5|1162&2|373&3|29&3|676&5|98&5|66&5|127&5|1594&4
541&3|1279&4|748&4|54&5|864&2|692&5|393&5|84&4|819&3|1016&4|411&5|216&4;1228&3|347&4|316&4|354&5;541&3|1279&4|748&4|54&5|864&2|692&5|393&5|84&4|819&3|1016&4|411&5|216&4|1228&3|347&4|316&4|354&5
255&3|979&4|473&3|126&4|323&2|763&3|100&5|924&4|123&3|122&3|328&4|1059&1;242&4|313&5|326&3|270&3;255&3|979&4|473&3|126&4|323&2|763&3|100&5|924&4|123&3|122&3|328&4|1059&1|242&4|313&5|326&3|270&3
689&2|328&4|288&3|286&1|331&3|892&2|683&4|307&4|259&5|300&4|302&4|272&4;66&4|332&4|750&3|270&4;689&2|328&4|288&3|286&1|331&3|892&2|683&4|307&4|259&5|300&4|302&4|272&4|66&4|332&4|750&3|270&4
147&4|763&4|535&4|684&3|69&5|257&3|121&2|287&4|471&3|33&2|926&3|172&4;31&3|315&4|194&3|156&5;147&4|763&4|535&4|684&3|69&5|257&3|121&2|287&4|471&3|33&2|926&3|172&4|31&3|315&4|194&3|156&5
197&3|408&5|271&3|208&4|603&5|425&4|174&5|357&3|328&4|69&4|250&5|210&3;657&4|175&5|1&4|118&2;197&3|408&5|271&3|208&4|603&5|425&4|174&5|357&3|328&4|69&4|250&5|210&3|657&4|175&5|1&4|118&2
255&3|191&4|526&3|614&5|216&5|117&3|71&3|143&4|223&5|200&3|546&4|127&5;79&4|429&1|478&3|289&4;255&3|191&4|526&3|614&5|216&5|117&3|71&3|143&4|223&5|200&3|546&4|127&5|79&4|429&1|478&3|289&4
515&4|195&4|269&4|25&4|242&4|151&5|169&5|203&3|143&4|50&5|276&5|100&3;24&4|257&4|20&4|274&3;515&4|195&4|269&4|25&4|242&4|151&5|169&5|203&3|143&4|50&5|276&5|100&3|24&4|257&4|20&4|274&3
705&5|300&4|50&5|212&1|1451&4|1&4|173&5|488&5|405&3|197&5|79&4|275&5;223&4|14&5|181&4|514&4;705&5|300&4|50&5|212&1|1451&4|1&4|173&5|488&5|405&3|197&5|79&4|275&5|223&4|14&5|181&4|514&4
1231&2|198&4|380&4|1039&5|210&3|375&2|213&5|434&4|423&3|199&5|15&4|159&3;41&3|1207&2|395&2|2&4;1231&2|198&4|380&4|1039&5|210&3|375&2|213&5|434&4|423&3|199&5|15&4|159&3|41&3|1207&2|395&2|2&4
286&1|288&4|471&5|475&2|877&1|284&3|295&3|50&5|7&3|741&4|508&4|298&4;763&4|21&1|281&4|249&4;286&1|288&4|471&5|475&2|877&1|284&3|295&3|50&5|7&3|741&4|508&4|298&4|763&4|21&1|281&4|249&4
121&3|471&4|255&4|294&5|21&5|879&3|1&4|222&4|181&5|275&4|7&3|235&4;225&4|252&3|447&4|95&5;121&3|471&4|255&4|294&5|21&5|879&3|1&4|222&4|181&5|275&4|7&3|235&4|225&4|252&3|447&4|95&5
288&2|7&1|752&1|410&1|340&5|121&1|689&1|881&1|546&2|1187&3|508&2|23&3;823&1|475&5|209&4|460&2;288&2|7&1|752&1|410&1|340&5|121&1|689&1|881&1|546&2|1187&3|508&2|23&3|823&1|475&5|209&4|460&2
58&4|173&4|89&4|64&4|427&3|156&5|501&1|357&5|186&5|475&4|196&3|169&4;222&3|187&5|175&5|428&4;58&4|173&4|89&4|64&4|427&3|156&5|501&1|357&5|186&5|475&4|196&3|169&4|222&3|187&5|175&5|428&4
132&2|521&3|99&3|288&2|483&5|318&5|23&2|96&2|863&5|156&4|513&4|180&4;736&3|430&3|82&3|502&2;132&2|521&3|99&3|288&2|483&5|318&5|23&2|96&2|863&5|156&4|513&4|180&4|736&3|430&3|82&3|502&2
211&5|50&5|66&2|747&2|237&4|655&4|705&5|269&4|648&4|303&4|431&2|87&4;170&4|1134&4|419&5|179&5;211&5|50&5|66&2|747&2|237&4|655&4|705&5|269&4|648&4|303&4|431&2|87&4|170&4|1134&4|419&5|179&5
455&3|289&2|328&4|288&4|124&4|273&5|1&4|129&4|358&4|329&4|15&3|121&3;24&4|363&3|831&1|405&3;455&3|289&2|328&4|288&4|124&4|273&5|1&4|129&4|358&4|329&4|15&3|121&3|24&4|363&3|831&1|405&3
109&2|275&4|326&2|342&2|271&4|1&4|137&3|908&3|108&2|948&1|473&4|269&4;237&3|287&4|1048&3|15&3;109&2|275&4|326&2|342&2|271&4|1&4|137&3|908&3|108&2|948&1|473&4|269&4|237&3|287&4|1048&3|15&3
748&2|304&4|306&3|288&4|269&4|300&4|286&4|301&4|895&4|294&3|258&5|259&3;343&4|328&3|307&3|323&4;748&2|304&4|306&3|288&4|269&4|300&4|286&4|301&4|895&4|294&3|258&5|259&3|343&4|328&3|307&3|323&4
211&3|26&3|274&3|310&4|307&3|286&4|4&4|517&4|327&3|220&3|285&5|289&3;1059&1|1602&3|344&3|312&4;211&3|26&3|274&3|310&4|307&3|286&4|4&4|517&4|327&3|220&3|285&5|289&3|1059&1|1602&3|344&3|312&4
1035&3|69&4|210&4|128&4|588&5|8&4|191&3|451&4|423&5|173&4|202&4|257&4;820&1|152&4|746&3|89&4;1035&3|69&4|210&4|128&4|588&5|8&4|191&3|451&4|423&5|173&4|202&4|257&4|820&1|152&4|746&3|89&4
186&5|273&5|1238&4|302&4|97&5|325&2|183&5|286&5|191&4|318&5|258&3|313&3;56&5|1&4|265&4|23&4;186&5|273&5|1238&4|302&4|97&5|325&2|183&5|286&5|191&4|318&5|258&3|313&3|56&5|1&4|265&4|23&4
127&4|379&5|582&4|186&5|1119&4|157&5|441&3|448&5|504&4|226&4|491&5|705&4;470&5|94&3|1542&4|1110&4;127&4|379&5|582&4|186&5|1119&4|157&5|441&3|448&5|504&4|226&4|491&5|705&4|470&5|94&3|1542&4|1110&4
652&5|176&4|14&5|30&4|89&5|855&3|693&4|418&3|134&5|588&3|724&3|1532&2;887&3|259&2|313&2|1115&4;652&5|176&4|14&5|30&4|89&5|855&3|693&4|418&3|134&5|588&3|724&3|1532&2|887&3|259&2|313&2|1115&4
886&4|313&4|310&4|301&4|332&3|334&2|294&3|307&4|286&3|272&4|289&4|873&2;338&2|1527&2|323&2|682&2;886&4|313&4|310&4|301&4|332&3|334&2|294&3|307&4|286&3|272&4|289&4|873&2|338&2|1527&2|323&2|682&2
176&4|98&2|38&3|1011&1|156&4|571&3|616&1|1188&1|174&5|211&4|234&2|56&5;110&2|144&4|743&2|385&5;176&4|98&2|38&3|1011&1|156&4|571&3|616&1|1188&1|174&5|211&4|234&2|56&5|110&2|144&4|743&2|385&5
958&3|79&5|410&2|276&3|97&3|96&4|289&3|82&4|183&4|333&3|159&4|498&2;5&3|651&3|566&3|1046&4;958&3|79&5|410&2|276&3|97&3|96&4|289&3|82&4|183&4|333&3|159&4|498&2|5&3|651&3|566&3|1046&4
477&4|476&1|322&1|508&4|25&5|290&4|1059&1|685&4|125&3|284&2|294&3|866&2;496&5|304&2|833&2|427&4;477&4|476&1|322&1|508&4|25&5|290&4|1059&1|685&4|125&3|284&2|294&3|866&2|496&5|304&2|833&2|427&4
657&5|425&3|519&3|191&5|143&3|251&5|514&5|463&5|11&3|98&4|511&5|300&4;520&3|915&4|207&5|1483&1;657&5|425&3|519&3|191&5|143&3|251&5|514&5|463&5|11&3|98&4|511&5|300&4|520&3|915&4|207&5|1483&1
346&4|286&5|260&1|301&3|300&3|328&2|315&4|270&2|331&4|905&4|343&2|358&1;272&5|316&5|313&5|332&5;346&4|286&5|260&1|301&3|300&3|328&2|315&4|270&2|331&4|905&4|343&2|358&1|272&5|316&5|313&5|332&5
255&5|172&3|288&4|15&3|117&5|409&3|250&1|535&4|276&1|1197&3|325&3|323&4;153&3|96&4|465&1|640&1;255&5|172&3|288&4|15&3|117&5|409&3|250&1|535&4|276&1|1197&3|325&3|323&4|153&3|96&4|465&1|640&1
23&2|236&4|273&5|408&5|696&3|7&3|286&4|684&5|513&5|100&5|237&3|124&5;340&4|45&5|294&2|900&5;23&2|236&4|273&5|408&5|696&3|7&3|286&4|684&5|513&5|100&5|237&3|124&5|340&4|45&5|294&2|900&5
337&4|251&2|606&4|53&1|195&1|210&1|56&5|871&1|954&4|42&1|234&1|508&2;900&4|487&4|489&5|474&5;337&4|251&2|606&4|53&1|195&1|210&1|56&5|871&1|954&4|42&1|234&1|508&2|900&4|487&4|489&5|474&5
222&3|213&3|404&3|1063&2|182&4|48&4|215&3|77&3|220&1|785&2|322&2|742&3;655&3|274&4|66&3|218&3;222&3|213&3|404&3|1063&2|182&4|48&4|215&3|77&3|220&1|785&2|322&2|742&3|655&3|274&4|66&3|218&3
140&4|239&3|50&5|229&5|72&4|756&3|443&5|584&4|1073&3|411&3|177&4|1217&4;373&4|768&4|802&4|743&3;140&4|239&3|50&5|229&5|72&4|756&3|443&5|584&4|1073&3|411&3|177&4|1217&4|373&4|768&4|802&4|743&3
596&4|94&2|112&4|1047&3|411&3|21&3|210&3|133&2|1033&5|717&4|300&4|222&4;894&1|258&4|50&4|240&1;596&4|94&2|112&4|1047&3|411&3|21&3|210&3|133&2|1033&5|717&4|300&4|222&4|894&1|258&4|50&4|240&1
313&4|9&5|300&4|912&4|100&5|245&4|307&3|748&1|306&5|1483&2|328&5|751&4;916&3|678&3|906&4|271&3;313&4|9&5|300&4|912&4|100&5|245&4|307&3|748&1|306&5|1483&2|328&5|751&4|916&3|678&3|906&4|271&3
67&3|1135&4|196&4|510&5|942&4|71&4|176&4|670&3|392&3|624&2|763&3|39&3;346&4|286&4|765&3|29&2;67&3|1135&4|196&4|510&5|942&4|71&4|176&4|670&3|392&3|624&2|763&3|39&3|346&4|286&4|765&3|29&2
124&5|493&3|547&4|251&5|484&5|14&5|478&3|173&3|137&4|302&4|508&3|86&5;319&4|690&5|283&5|301&3;124&5|493&3|547&4|251&5|484&5|14&5|478&3|173&3|137&4|302&4|508&3|86&5|319&4|690&5|283&5|301&3
470&4|246&4|1337&1|747&5|930&3|412&2|564&4|775&4|134&4|375&1|966&5|496&5;657&5|1189&5|213&5|319&5;470&4|246&4|1337&1|747&5|930&3|412&2|564&4|775&4|134&4|375&1|966&5|496&5|657&5|1189&5|213&5|319&5
318&5|11&4|274&3|79&4|371&3|1221&3|546&3|100&5|111&5|815&3|283&4|1119&5;193&4|501&2|742&4|237&4;318&5|11&4|274&3|79&4|371&3|1221&3|546&3|100&5|111&5|815&3|283&4|1119&5|193&4|501&2|742&4|237&4
414&3|218&4|50&5|163&4|322&4|199&5|497&5|176&4|457&2|292&5|1521&3|1435&4;428&4|96&4|73&3|633&5;414&3|218&4|50&5|163&4|322&4|199&5|497&5|176&4|457&2|292&5|1521&3|1435&4|428&4|96&4|73&3|633&5
258&4|12&3|204&3|531&4|1378&3|1028&3|642&3|1350&2|827&3|82&3|64&5|237&4;171&3|87&4|224&3|754&4;258&4|12&3|204&3|531&4|1378&3|1028&3|642&3|1350&2|827&3|82&3|64&5|237&4|171&3|87&4|224&3|754&4
199&5|300&2|161&3|385&2|28&4|164&4|422&3|840&1|252&2|100&3|602&4|182&4;616&4|455&4|752&3|1244&3;199&5|300&2|161&3|385&2|28&4|164&4|422&3|840&1|252&2|100&3|602&4|182&4|616&4|455&4|752&3|1244&3
882&2|887&3|889&2|303&4|300&1|313&1|306&4|347&4|340&2|269&3|242&3|305&2;319&4|900&4|321&3|315&4;882&2|887&3|889&2|303&4|300&1|313&1|306&4|347&4|340&2|269&3|242&3|305&2|319&4|900&4|321&3|315&4
257&4|455&2|271&3|245&2|294&3|298&5|9&3|742&3|259&2|276&4|50&4|288&4;235&3|122&2|240&2|628&4;257&4|455&2|271&3|245&2|294&3|298&5|9&3|742&3|259&2|276&4|50&4|288&4|235&3|122&2|240&2|628&4
121&3|1016&4|455&3|222&4|405&4|24&4|117&5|323&4|685&4|515&5|118&3|181&3;825&4|281&3|833&3|546&2;121&3|1016&4|455&3|222&4|405&4|24&4|117&5|323&4|685&4|515&5|118&3|181&3|825&4|281&3|833&3|546&2
7&4|133&3|1101&4|811&4|1199&1|180&5|47&5|132&3|22&4|1017&2|1&1|1141&3;269&5|467&3|11&2|306&5;7&4|133&3|1101&4|811&4|1199&1|180&5|47&5|132&3|22&4|1017&2|1&1|1141&3|269&5|467&3|11&2|306&5
127&5|135&4|266&5|172&5|288&3|877&5|173&4|98&5|187&5|176&3|268&5|876&5;9&5|246&5|1007&5|276&5;127&5|135&4|266&5|172&5|288&3|877&5|173&4|98&5|187&5|176&3|268&5|876&5|9&5|246&5|1007&5|276&5
322&4|587&4|12&3|652&4|528&4|863&5|520&5|180&4|197&4|1141&2|508&3|347&3;167&3|94&3|73&4|153&3;322&4|587&4|12&3|652&4|528&4|863&5|520&5|180&4|197&4|1141&2|508&3|347&3|167&3|94&3|73&4|153&3
482&3|566&4|210&4|527&4|435&2|12&3|632&3|202&3|1063&4|174&4|972&2|655&3;939&2|485&4|451&4|498&3;482&3|566&4|210&4|527&4|435&2|12&3|632&3|202&3|1063&4|174&4|972&2|655&3|939&2|485&4|451&4|498&3
631&4|98&4|692&5|56&4|524&5|1172&5|604&5|322&3|79&5|318&5|478&4|227&4;772&5|205&5|8&2|185&5;631&4|98&4|692&5|56&4|524&5|1172&5|604&5|322&3|79&5|318&5|478&4|227&4|772&5|205&5|8&2|185&5
780&4|50&3|2&3|252&3|259&4|304&4|69&5|7&4|286&5|181&4|873&1|29&3;678&2|683&3|539&3|435&5;780&4|50&3|2&3|252&3|259&4|304&4|69&5|7&4|286&5|181&4|873&1|29&3|678&2|683&3|539&3|435&5
214&3|92&4|1044&2|947&3|941&3|1135&3|655&4|188&4|1267&4|289&2|458&3|187&5;2&3|665&3|399&3|431&4;214&3|92&4|1044&2|947&3|941&3|1135&3|655&4|188&4|1267&4|289&2|458&3|187&5|2&3|665&3|399&3|431&4
527&3|1161&3|215&3|50&5|179&4|944&3|409&2|89&4|245&3|127&2|831&2|200&2;572&3|451&5|91&4|1135&4;527&3|1161&3|215&3|50&5|179&4|944&3|409&2|89&4|245&3|127&2|831&2|200&2|572&3|451&5|91&4|1135&4
500&4|588&4|28&4|73&4|941&4|210&5|432&4|1035&3|511&4|83&5|810&3|121&3;769&1|1074&1|257&5|265&5;500&4|588&4|28&4|73&4|941&4|210&5|432&4|1035&3|511&4|83&5|810&3|121&3|769&1|1074&1|257&5|265&5
20&5|22&4|127&5|70&4|226&4|462&2|550&4|177&4|195&4|44&4|1001&1|949&4;345&3|236&4|4&3|21&3;20&5|22&4|127&5|70&4|226&4|462&2|550&4|177&4|195&4|44&4|1001&1|949&4|345&3|236&4|4&3|21&3
94&2|182&3|432&3|98&5|478&4|7&4|451&1|1&4|136&4|480&4|498&4|202&4;375&1|129&4|443&5|403&3;94&2|182&3|432&3|98&5|478&4|7&4|451&1|1&4|136&4|480&4|498&4|202&4|375&1|129&4|443&5|403&3
880&2|301&3|1024&4|343&3|984&5|340&1|990&5|678&4|313&5|879&5|895&3|307&4;1105&4|312&5|989&4|1316&4;880&2|301&3|1024&4|343&3|984&5|340&1|990&5|678&4|313&5|879&5|895&3|307&4|1105&4|312&5|989&4|1316&4
181&5|763&1|471&3|458&1|7&3|9&4|286&5|475&5|282&1|125&1|276&5|50&5;411&1|409&3|1028&4|178&5;181&5|763&1|471&3|458&1|7&3|9&4|286&5|475&5|282&1|125&1|276&5|50&5|411&1|409&3|1028&4|178&5
483&3|71&5|1150&1|544&1|628&3|1013&2|235&3|1197&4|182&5|619&3|289&1|986&3;977&1|527&4|241&5|637&4;483&3|71&5|1150&1|544&1|628&3|1013&2|235&3|1197&4|182&5|619&3|289&1|986&3|977&1|527&4|241&5|637&4
530&4|198&4|55&4|519&5|7&5|200&5|708&5|602&4|513&5|100&5|663&4|483&5;357&5|239&2|12&5|524&5;530&4|198&4|55&4|519&5|7&5|200&5|708&5|602&4|513&5|100&5|663&4|483&5|357&5|239&2|12&5|524&5
310&4|308&4|904&3|302&3|272&3|751&2|303&1|690&5|903&4|1238&2|306&2|1434&4;900&3|286&5|750&3|1234&4;310&4|308&4|904&3|302&3|272&3|751&2|303&1|690&5|903&4|1238&2|306&2|1434&4|900&3|286&5|750&3|1234&4
99&4|98&5|38&4|126&5|47&5|231&5|989&5|168&3|403&5|200&5|447&4|432&4;1044&5|63&3|549&5|699&5;99&4|98&5|38&4|126&5|47&5|231&5|989&5|168&3|403&5|200&5|447&4|432&4|1044&5|63&3|549&5|699&5
39&5|98&4|546&4|941&3|652&4|815&3|218&5|249&5|327&5|952&4|298&4|208&4;4&4|268&4|346&5|156&5;39&5|98&4|546&4|941&3|652&4|815&3|218&5|249&5|327&5|952&4|298&4|208&4|4&4|268&4|346&5|156&5
24&1|327&5|1088&3|597&2|405&4|295&3|475&5|748&5|7&4|595&3|147&5|829&2;871&5|307&4|346&4|298&4;24&1|327&5|1088&3|597&2|405&4|295&3|475&5|748&5|7&4|595&3|147&5|829&2|871&5|307&4|346&4|298&4
535&4|411&2|471&4|447&3|228&4|69&4|206&4|222&3|123&3|248&5|79&3|474&3;498&4|227&2|70&3|367&3;535&4|411&2|471&4|447&3|228&4|69&4|206&4|222&3|123&3|248&5|79&3|474&3|498&4|227&2|70&3|367&3
22&5|221&2|38&4|431&5|472&3|233&3|29&3|252&3|238&5|562&4|7&5|373&2;8&5|514&3|194&5|154&4;22&5|221&2|38&4|431&5|472&3|233&3|29&3|252&3|238&5|562&4|7&5|373&2|8&5|514&3|194&5|154&4
150&3|529&5|289&4|532&5|300&4|165&5|268&5|270&3|176&4|269&3|12&5|299&4;8&5|346&2|96&5|750&4;150&3|529&5|289&4|532&5|300&4|165&5|268&5|270&3|176&4|269&3|12&5|299&4|8&5|346&2|96&5|750&4
538&4|313&5|286&5|302&3|269&5|258&3|525&5|294&4|306&5|882&3|347&4|301&2;923&5|603&5|173&5|98&4;538&4|313&5|286&5|302&3|269&5|258&3|525&5|294&4|306&5|882&3|347&4|301&2|923&5|603&5|173&5|98&4
307&4|245&2|328&3|301&4|748&1|258&3|309&2|988&2|303&2|322&2|289&3|333&3;879&2|358&3|680&2|299&2;307&4|245&2|328&3|301&4|748&1|258&3|309&2|988&2|303&2|322&2|289&3|333&3|879&2|358&3|680&2|299&2
328&4|1610&3|546&4|457&4|50&4|181&4|307&4|261&4|330&4|1025&4|243&4|988&4;298&4|276&4|255&4|121&5;328&4|1610&3|546&4|457&4|50&4|181&4|307&4|261&4|330&4|1025&4|243&4|988&4|298&4|276&4|255&4|121&5
469&3|238&3|478&4|423&3|418&3|518&4|57&4|98&4|131&5|289&5|100&3|28&3;235&1|127&4|258&4|427&4;469&3|238&3|478&4|423&3|418&3|518&4|57&4|98&4|131&5|289&5|100&3|28&3|235&1|127&4|258&4|427&4
754&4|690&3|347&3|328&3|258&5|340&1|750&3|303&3|315&3|1022&2|1062&5|345&2;245&5|883&4|910&1|332&3;754&4|690&3|347&3|328&3|258&5|340&1|750&3|303&3|315&3|1022&2|1062&5|345&2|245&5|883&4|910&1|332&3
121&2|64&5|217&3|17&4|550&2|62&2|1188&3|695&5|182&4|685&2|273&4|871&1;591&3|12&4|77&3|22&2;121&2|64&5|217&3|17&4|550&2|62&2|1188&3|695&5|182&4|685&2|273&4|871&1|591&3|12&4|77&3|22&2
302&5|344&4|327&2|1294&1|304&3|269&5|1176&2|268&3|303&4|896&5|1602&4|292&4;338&1|321&4|874&3|902&4;302&5|344&4|327&2|1294&1|304&3|269&5|1176&2|268&3|303&4|896&5|1602&4|292&4|338&1|321&4|874&3|902&4
498&4|195&5|661&2|79&4|286&2|56&4|50&4|98&3|176&1|327&5|333&4|751&3;603&4|187&4|69&5|97&5;498&4|195&5|661&2|79&4|286&2|56&4|50&4|98&3|176&1|327&5|333&4|751&3|603&4|187&4|69&5|97&5
286&1|879&3|682&3|681&2|893&3|275&4|328&3|288&3|343&3|278&4|259&1|313&5;237&5|271&4|298&5|294&4;286&1|879&3|682&3|681&2|893&3|275&4|328&3|288&3|343&3|278&4|259&1|313&5|237&5|271&4|298&5|294&4
328&4|538&5|1047&3|515&5|235&3|123&4|281&3|258&3|252&4|121&5|1089&2|1161&3;902&4|79&4|105&3|1132&4;328&4|538&5|1047&3|515&5|235&3|123&4|281&3|258&3|252&4|121&5|1089&2|1161&3|902&4|79&4|105&3|1132&4
204&4|269&5|294&3|485&4|879&2|284&4|476&3|50&5|772&4|739&4|416&4|216&5;393&3|1053&3|49&3|26&3;204&4|269&5|294&3|485&4|879&2|284&4|476&3|50&5|772&4|739&4|416&4|216&5|393&3|1053&3|49&3|26&3
347&2|313&5|328&3|199&5|304&4|96&1|750&2|527&4|316&4|98&5|269&5|515&5;134&4|50&4|195&1|499&3;347&2|313&5|328&3|199&5|304&4|96&1|750&2|527&4|316&4|98&5|269&5|515&5|134&4|50&4|195&1|499&3
23&4|421&5|13&4|568&4|1103&5|471&4|467&4|742&3|181&3|168&4|257&3|634&5;241&5|686&5|472&3|108&3;23&4|421&5|13&4|568&4|1103&5|471&4|467&4|742&3|181&3|168&4|257&3|634&5|241&5|686&5|472&3|108&3
187&2|357&4|168&3|988&1|283&5|127&2|614&2|172&1|463&5|716&5|185&2|1084&4;58&3|234&1|191&5|633&4;187&2|357&4|168&3|988&1|283&5|127&2|614&2|172&1|463&5|716&5|185&2|1084&4|58&3|234&1|191&5|633&4
175&4|265&4|405&2|678&3|55&4|7&3|979&3|1&3|297&3|248&4|100&4|144&4;562&3|737&3|1419&2|290&2;175&4|265&4|405&2|678&3|55&4|7&3|979&3|1&3|297&3|248&4|100&4|144&4|562&3|737&3|1419&2|290&2
